"Timestamp","Student ID","Attendance Code"
"2025/08/19 7:19:49 PM MDT","1036964","81254LEC"
"2025/08/19 7:19:51 PM MDT","1043694","81254LEC"
"2025/08/19 7:19:52 PM MDT","0576373","81254LEC"
"2025/08/19 7:19:54 PM MDT","0944721","81254LEC"
"2025/08/19 7:19:57 PM MDT","0523330","81254LEC"
"2025/08/19 7:20:00 PM MDT","0895473","81254LEC"
"2025/08/19 7:20:01 PM MDT","0754151","81254LEC"
"2025/08/19 7:20:03 PM MDT","1035199","81254LEC"
"2025/08/19 7:20:06 PM MDT","1063699","81254LEC"
"2025/08/19 7:20:08 PM MDT","0871988","81254LEC"
"2025/08/19 7:20:08 PM MDT","1038679","81254LEC"
"2025/08/19 7:20:08 PM MDT","0345856","81254LEC"
"2025/08/19 7:20:11 PM MDT","0792916","81254LEC"
"2025/08/19 7:33:08 PM MDT","1039827","67390TUE"
"2025/08/19 7:33:21 PM MDT","0790131","67390TUE"
"2025/08/19 7:33:30 PM MDT","0694264","67390TUE"
"2025/08/19 7:33:37 PM MDT","1039936","67390TUE"
"2025/08/19 7:33:37 PM MDT","0737921","67390TUE"
"2025/08/19 7:33:39 PM MDT","0873290","67390TUE"
"2025/08/19 7:33:40 PM MDT","0964444","67390TUE"
"2025/08/19 7:33:40 PM MDT","0994114","67390TUE"
"2025/08/19 7:33:42 PM MDT","0576373","67390TUE"
"2025/08/19 7:33:46 PM MDT","0523330","67390TUE"
"2025/08/19 7:33:47 PM MDT","1068669","67390TUE"
"2025/08/19 7:33:50 PM MDT","0891883","67390TUE"
"2025/08/19 7:33:51 PM MDT","0896290","67390TUE"
"2025/08/19 7:33:57 PM MDT","0985631","67390TUE"
"2025/08/19 7:33:57 PM MDT","0986455","67390TUE"
"2025/08/19 7:33:57 PM MDT","0924739","67390TUE"
"2025/08/19 7:33:59 PM MDT","1047765","67390TUE"
"2025/08/19 7:34:00 PM MDT","0842166","67390TUE"
"2025/08/19 7:34:01 PM MDT","0895473","67390TUE"
"2025/08/19 7:34:11 PM MDT","0871988","67390TUE"
"2025/08/19 7:34:17 PM MDT","0490011","67390TUE"
"2025/08/19 7:34:17 PM MDT","0891883","67390TUE"
"2025/08/19 7:34:28 PM MDT","1035199","67390TUE"
"2025/08/19 7:34:30 PM MDT","1012960","67390TUE"
"2025/08/19 7:34:31 PM MDT","0345856","67390TUE"
"2025/08/19 7:34:59 PM MDT","0345856","67390TUE"
"2025/08/19 7:35:12 PM MDT","0517817","67390TUE"
"2025/08/19 7:35:13 PM MDT","1028207","67390TUE"
"2025/08/19 7:35:32 PM MDT","1022282","67390TUE"
"2025/08/19 7:37:38 PM MDT","0934216","67390TUE"
"2025/08/19 8:35:36 PM MDT","0888543","67390TUE"
"2025/08/19 8:35:59 PM MDT","0345856","67390TUE"
"2025/08/19 8:40:40 PM MDT","1024952","67390TUE"
"2025/08/19 8:44:51 PM MDT","0871988","67390TUE"
"2025/08/19 8:44:58 PM MDT","0986455","67390TUE"
